ID,Sentence,TW1,TW2,TW3,TW4,TW5,Question,VarName9,VarName10,VarName11,VarName12,answ,nchar,nword,hasQuest,Zstring,same_len,z_answ,zStr
121,"The new comet was discovered after analysing the latest data collected by the space probe.","comet","discovered","analysing","latest","collected",What was discovered?,a new comet,a new ice-cream,a new mountain,a new lake,1,90,15,1,Zzz zzz zszzz zzs zszzzzzzzz zzzzz zzzzzzzzz szz zzzzzz zszz zzzzzzzzz zz zzz zzzzz zzzzzz,1,5,Zzz zzz zzzzz zzz zzzzzzzzzz zzzzz zzzzzzzzz zoz zzzzzz zzzz zzzzzzzzz zz zzz zzzzz zzzzzz
122,"The worker examined the leaking roof before he prepared to assess how much the repairs would cost.","examined","leaking","before","prepared","assess",What did the worker examine?,the fridge,the roof,the snacks,the plane,2,98,17,1,Zzz zzzzzz zzzzzzzz zzz zzzzzsz szzz zzzzzz zs szzzzzzz zz zzzzzz szz zzzz zzz zzzzzzz zzzzz zzzzs,1,6,Zzz zzzzzz zzzzzzzz zzz zzzzzzz zzzz zozzzz zz zzzzzzzz zz zzzzzz zoz zzzz zzz zzzzzzz zzzzz zzzzz
123,"The boxing match was postponed after severe flooding caused the venue to close for two weeks.","match","postponed","severe","caused","venue",What was postponed?,a dinner ceremony,a horse race,a boxing match,a wedding,3,93,16,1,Zzs szzzzz zszzz szz zzszzzzzz zzzzz zzzzzz zzzzzzzz zzzzzz zsz zzzzz zz zzzzz zzs zzz zzzzzz,1,7,Zzz zzzzzz zzzzz zzz zzzzzzzzz zzzzo zzzzzz zzzzzzzz zzzozz zzz zzzzz zz zzozz zzz zzz zzzzzz
124,"The two firefighters quickly evacuated the neighbouring houses because the blazing fire was expected to spread.","firefighters","evacuated","neighbouring","because","blazing",What was expected to spread?,the disease,the blight,the rain,the fire,4,111,16,1,Szz szz zzzzzzzzzzzz zzzzzzz zzzzzzzzz zzz zzzzszzzzzzz zzzszz zzzzszz szz zzzzzzs zzzs zzz zzzzzzzz zz zzzzzzz,1,8,Zzz zzz zzzzzzzzzzzz zzzozzz zzzzzzzzz zzz zzzzzzzzzozz zzzzzz zzzzzzo zzz zzzzzzz zzzz zzz zzzzzzzz zz zzzozzz
125,"Mark was expecting a delivery that afternoon and decided to watch some TV while waiting for his package.","expecting","delivery","afternoon","decided","watch",What was Mark expecting?,a delivery,a bottle of wine,a new job,an ice-cream,1,104,18,1,Zzzz zzz zzzzzzzzz z zzzzzzzz zzzz zzzzzzzzz zzz zzzzzzz zz zzzzs zzzz sZ zzzzz zzzzzzz zsz zzs zzszzzzz,1,5,Zzzz zzz zzzzzzzzz z zzzzzzzz zzzz zzzzzzzzz zzz zzzzzzz zo zzzzz zzzz ZZ zzzzz zzzzzzz zzz zzz zzzzzzzz
126,"The software company was fined for accidentally leaking sensitive customer details on the Internet.","company","fined","accidentally","sensitive","details",What was the company fined for?,tax evasion,leaking sensitive details,harassment,poor hygiene,2,99,14,1,Zzz zzzzzzzz szzzzzz zzz zzzzz zsz zzzzzzzzszzz zzzzzzs zzzzzzzzz zzzzzzzz zzzzzzz sz zzz Zzzzzzszz,1,6,Zzz zzzzzozz zzzzzzz zzz zzzzz zzz zzzzzzzzzzoz zzzzzzz zzzzzzzzz zzzzzzzz zzzzzzz zz zzz Zzzzzzzzz
127,"The sunny afternoon was perfect for jogging and Elizabeth went outside to do her usual 5-mile run.","afternoon","perfect","jogging","Elizabeth","outside",What did Elizabeth do?,dance,swim,jog,cook,3,98,17,1,Zzz szzzz zzzzzzzzz zzs szzzzzz zzz zzzzzsz zzz Zzzzzzzzz zzzz zzzzzsz zz zz zzz szzzz zzzzzs zzzz,1,7,Zzz zzzzz zzzzzzzzz zzz zzzzzzz zzz ozzzzzz zzz Zzzzzzzzz zzzz zzzzzzz oz zz zzz ozzzz zzzzzz zzzz
128,"The young children were having fun playing rugby while their parents were talking about their latest holiday.","children","having","playing","while","parents",What were the children doing?,smoking,visiting Disneyland,visiting a circus,playing rugby,4,109,17,1,Zzs zzzzz zzzzzzzs zzzz zzzzzz zzs zzzzzzz zzzsz zszzz zzzzz zzzzzzz zzzz zszzzzz zzszz zzzzz zzzzzz zzzzzzsz,1,8,Zzz zzzzz zzzzzzzz zzzo zzzzzz zzz zzozzzz zzzzz zzzzo zzzzz zzzzzzz zzzz zzzzzzz zzzzz zzzoz zzzzzz zzzzzzzz
129,"Miriam usually took her daughter to school every morning before commuting to work in the city centre.","took","daughter","school","morning","commuting",Where did Miriam take her daughter?,to school,to the doctor,to the Queen,to the forest,1,101,17,1,Zzzzzz zzzzzzz zzzz szz zzzzzzzz zs zzzzzz zzzzz zszzzzz zzzzzs zzzzzzzzz zz zszz zz zzz zzzz zzzzzzz,1,5,Zzzzzz zzzzzzz zzzz zzz zozzzzzz zz zzzzzz zzzzz zzzzzzz zzzzzz zzzzzzzzz zz zzzz zz zzz zzzz zzzzzzz
130,"Lisa was looking to reserve her evening dress online to benefit from the 10% discount that was available.","looking","reserve","evening","online","benefit",What was Lisa looking for?,a hobby,a dress,a holiday,a maid,2,105,18,1,Zzsz zzs zzzzzzz sz zzzzzzz zzz zzzzzsz zzzzz zzszzz sz zzzzzzz zzzz zzz zzz zzzzzzzz zzzz zzz zzzzzzzzzz,1,6,Zzzz zzz zzzzzzz zz zzzzzzz zzz zzzzzzz zzzzz zzzzzz zz zzzzzoz zzzz zzz zzz zzzzzzzz zzzz zzz zozzzzzzzz
131,"The solar eclipse last summer was observed in dozens of countries across the Western hemisphere.","eclipse","summer","observed","dozens","countries",What was observed across the Western hemisphere?,a flock of birds,a tsunami,a solar eclipse,sand dunes,3,96,15,1,Zzz zzzzz zzzzzzz zzzz zzzzzz zsz zzzzzzzz zz zzzzsz zs zszzzzzzz zzzzzz zzz szzzzzz zzzzzzzzzzz,1,5,Zzz zzzzz zzzzzzz zzzz zzzzzz zoz zzzzzzzz zo zzzzzz zz zzzzzzzzz zzzzzz zzz Zzzzozz zzzzzzzzzzz
132,"The old minister was expected to retire soon after his appointment in the government came to an end.","minister","expected","retire","after","appointment",Who was going to retire soon?,the thief,the sailor,the circus clown,the old minister,4,100,18,1,Zzz zzz zzzzzzzz zzz zzzzzzzz zs zzszzz zszz zzzzz zzz zzzzzzzzzzz zz szz zzzzzzzzsz zzsz zz zz zzzz,1,6,Zzz zoz zzzzzzzz zzz ozzzzzzz zz zzzzzz zzzz zzzzz ozz zzzzzzzzzzz zz zzz zzzzzzzzzz zzzz zz zz zzzo
133,"The school planned a career day that was intended to introduce the pupils to different types of professions.","planned","career","that","intended","introduce",,,,,,NaN,108,18,0,Zzz zzzzsz zzzzzzz s zzzzsz zzs zzzz zzz zzzzzzzz zz zzzzzzzzz zsz szzzzz zz zzzzzzzzz szzzz zz zzzzzzzzzzzz,1,7,Zzz zzzzzz zzzzzzz z zzzzzo zzz zzzz zzz zzzzzzzz zz zzzzzzzzz zzz zzzzzz zz zzzzzzzzz zzzzz zz zzzzzzzzzzzz
134,"According to historians, the severe drought affected the production of potatoes in most parts of the country.","historians,","severe","affected","production","potatoes",,,,,,NaN,109,17,0,Zzzzzzzzz zz zzzzzzzzzzs zzs zzzzzz zzszzzz zzzzzzsz zsz zzzzzzzzsz zs zzzzzzzz zz zzzz zzzzz sz zzz zzzzzzzz,1,8,Zzzzzzzzz zz zzzzzzzzzzz ozz zzzzzz zzzzzzz zzzzzzzz zzz zzzzzzzzzz zz zzzzzzzz zz zzzz zzzzz zz zzz zzzozzzz
135,"Because Nathaniel inherited a fortune, he decided to donate a large amount of the money to charity.","inherited","fortune,","decided","donate","large",,,,,,NaN,99,17,0,Zzzzzzz szzzzzzzz zzzzzzzzz s zzzzzzzz zz zzzzzzz zs zzzzzz z zzzzz zzzzsz zz zzs zzzzz zz zzzzzzzz,1,5,Zzzzzzz Zzzzzzzzz zzzzzzzzz z zzozzzzz zz zzzzzzz zz zzzzzo z zzzzz zzzzzz zz zzz zzzoz zz zzzzzzzz
136,"The large diamond was thought to have been purchased by European merchants during the 16th century.","diamond","thought","have","purchased","European",,,,,,NaN,99,16,0,Zzz szzzz zzzzzzz zzz zzzszzz zz zzzz zzzz zzzzzzzzz zz Zzzzzszz zzzzzzzzz zzzszz zsz zzzz zzzzszzz,1,6,Zzz zzzzz zzzozzz zzz zzzzzzz zz zzzo zzzz zzzzzzzzz zz Zzzzzzzz zzzzzzzzo zzozzz zzz zzzz zzzzzzzz
137,"The short presentation was designed to promote the company's latest smartphone at the IT convention.","presentation","designed","promote","company's","smartphone",,,,,,NaN,100,15,0,Zzz zzzzz zzzzzzzzzzzz zsz zzzzzzzz zz zzzzzzz zzz szzzzzzzz zzszzz zzzzzzzzzs zz szz Zs szzzzzzzzzz,1,7,Zzz zzzzz zzzzzzzzzzzz zzz zzzzzzzz zz zzzzzzz zzz ozzzzzzzz zzzzzz zzzzzzzzzz zz zzz ZZ zzzzzzzzzzz
138,"The gaming console was rumoured to include many exclusive titles that wouldn't be available on other platforms.","console","rumoured","include","exclusive","that",,,,,,NaN,111,17,0,Zzz zzzzzz zzszzzz zsz zzzzzzzz zz zzzzzzz zszz zzszzzzzz szzzzz zzzs zzzzzzzz zs zzzzzzzzz zz zzzzz zzszzzzzzz,1,8,Zzz zzzzzz zzzzzzz zzz zzzzzzzz zo zzzzzzz zzzz zzzzzzzzz zzzzzz zzzz zzzzzzzz zo zzzzzzzzz zz zzzzz zzzzzzzzzz
139,"The local council had promised to increase the number of parking spaces available in the area.","council","promised","increase","number","parking",,,,,,NaN,94,16,0,Zzz zszzz zzzzzsz zzz zzzzzzsz zz zzzzzszz zzz zzszzz zz zzzzzzz zzzzzz zzzzzzzzz zz szz zzzzz,1,6,Zzz zzzzz zzzzozz zzz zzzzzzzz zz zzzzzzzz zzz zzzzzz oz zzzzzzz zzzzzz zzzzzzzzz zz zzz zzozz
140,"The hostel canteen had surprisingly good breakfast options available on weekends and public holidays.","canteen","surprisingly","breakfast","available","weekends",,,,,,NaN,101,14,0,Szz szzzzz zzzzzzz szz zzzzzzzzzzzz zzzz zzzzzzzsz zzzzszz zzzzzzzzz zz zzzzzzzz zzz zzszzz zzzzzszzz,1,7,Zzz zzzzzz zzozzzz zzz ozzzzzzzzzzz zzzz zzzzzzzzz zzzzozz zzzzzzzzz zz zozzzzzz zzz zzzzzz zzzzzzzzz
141,"The box containing the precious gems disappeared after robbers somehow gained access to the bank vault.","containing","precious","disappeared","robbers","gained",,,,,,NaN,103,16,0,Zzs zzz zzzzzzzzzz zzs zzzzzzsz zzzz zzzszzzzzzz zzszz zzzzzzz zzzzzzs zzzzzz zzzzzz sz szz zzzz zzzzzz,1,8,Zzz zzz zzzzzzozzz zzz zzzzzzzz zzzz zzzzzzzzzzz zzzzz zzzzzzz zzzzzzz zzzzzz zzzzzz zz zzz zzzz zzzzzz
142,"The cereal commercial was criticised for containing misleading information that overstated its potential benefits.","commercial","criticised","containing","information","overstated",,,,,,NaN,114,14,0,Szz zzzzsz zzzzzzzszz zzz zzzzzzzzzz zzz zzzszzzzzz zzzzzzzzzz zzzzzzzzzzz zzzz zzzzzzzzzz zzz zzzzzzzzz zzzzzszzz,1,5,Zzz zzzozz zzzzzzzzzz zzz zzzzzzzzzz zzz zzzzzzzzzz zzzzzzzzzz zzzzzzzzzzz zzzz zzzzzzzzzz zzz zzzzzzzzo zzzzzzzzz
143,"Many local people questioned whether the lavish and extravagant opera building was worth its expensive price tag.","people","whether","lavish","extravagant","building",,,,,,NaN,113,17,0,Zzzz zzzzz zzzzzz zzzzzzzzzz zzzzzzz zzz zzzzzz zzs zzzzzzzzzzz zzzzz zzzzzzzz szz zzzzs zsz zzzzszzzz zzzsz zzzz,1,6,Zzzz zzozz zzzzzz zzzzzzzzzz zzzzzzz zzz zzzzoz zzz zzzzzzzzzzz zzzzz zzozzzzz zzz zzzzz zzz zzzzzzzzz zzzzz zzzz
144,"The local social welfare charity was established to support struggling families with their basic daily needs.","social","charity","established","support","families",,,,,,NaN,109,16,0,Szz zszzz zzzzzz zzzzzzz zzzzzzz zzz zzzzzzzzzzz sz szzzzzz zzzzzzzszz zzzzzzzz zzzz szzzz zzzzz zzzsz zzzzzz,1,7,Zzz zzzzz zzzzoz zzzzzzz zzzzzoz zzz zzzzzzzzzzz zz zzzzzoz zzzzzzzzzz zzzzzzzz zzzz zzzzz zzzzz zzzzz zzzozz
145,"Jack wasn't expecting to spend hours waiting in traffic when returning home from the holidays.","expecting","spend","waiting","traffic","returning",,,,,,NaN,94,15,0,Zszz zzzszz zzzzzzzzz sz zzzsz zzzzz zzzzzzz zz zzzzzzs szzz zszzzzzzz zzzz zzzs zzz zzzzzzzzz,1,8,Zzzz zzzzzz zzzzzzzzz zz zzzzz zzzzo zzzzzzz zz zzzzzzz zzzz zzzzzzzzz zzzz zzzz zzz zzzzzzzzz
146,"The bike competition was becoming more popular in recent years because of the increased international press coverage.","competition","becoming","popular","recent","because",,,,,,NaN,117,17,0,Szz zzzz zzzzzzzzzzz zzz zzzzzzzz zzsz zzzzzzs zz zzzzzz zzzzz zszzzzz zz zzz zzszzzzzz zzzzzzzzzzzzz zzzzz zzzzzzzzz,1,5,Zzz zzzz zzzzzzzzzzz zzz zzzzzzzz zozz zzzzzzz zz ozzzzz zzzzz zzzzzzz zz zzz zzzzzzzzz zzzzzzzzzzzzz zzzzz zzzzzzzzz
147,"The peace treaty was successful at stopping the violence and fighting that had started a decade earlier.","treaty","successful","stopping","violence","fighting",,,,,,NaN,104,17,0,Zzz zzzzz zzzzzz szz zszzzzzzzz zz zzzzzzzz zzz zzzzzzzz zzz zzzzszzz zzzz szz zzzzzzz s szzzzz zzzzzzzz,1,6,Zzz zzzzz zzozzz zzz zzzzzzzzzz zz zzozzzzz zzz zzzzzzzz zzz zzzzzzzz zzzz zzz zzzzzzz z zzzzzz zozzzzzz
148,"The two fishermen were expecting sunny weather all weekend and decided to make the most out of their time at sea.","fishermen","expecting","weather","weekend","decided",,,,,,NaN,113,21,0,Zzz szz zzzzzzszz zzzz zszzzzzzz zzzzz zzzzzzz zzz zzzszzz zzz zzzszzz zz zzzz zzz zzzz zzz zz zzzzz zzzz zs zszz,1,7,Zzz zzz zzzzzzzzz zzzz zzzzzozzz zzzzz zzzzzzz zzz zzzzzzz zoz zzzozzz zz zzzz zzz zzzz zzz zz zzzzz zzzz zz ozzz
149,"The city officials were forced to admit that renovating the school would no longer be possible with the current budget.","officials","forced","admit","renovating","school",,,,,,NaN,119,20,0,Zsz zzzz zzzzzzzzz zzsz zzzzzz zs zzzzz zzzz zzzzzzzzzz zzz zszzzz zzzzz zs zzzzzz zs zzszzzzz zzzz zzz zzzzzsz zzzzzzz,1,8,Zzz zzzz zzzzzzzzz zzzz zzzzzz zz zzzzz zzzz zzzzzzzzzz zzz zzzzzz zzzzz zz zzzzzz zz zzzzzzzz zzzz ozz zzzzzzz zzzzzzz
150,"The much anticipated gala dinner was rumoured to include two performances by world-class comedians.","anticipated","dinner","rumoured","include","performances",,,,,,NaN,99,14,0,Zsz zzzz zzzzzzzzzzz zzzz zzzzzz zzz zzzzzzzz zz zzzzzzs zsz zzzzzzzzzzzs zz zzzzzzzzzsz zzzzzzzzzz,1,5,Zzz zzzz zzzzzzzzzzz zzzz zzzzzz zzz ozzzzzzz zz zzzzzzz zzz zzzzzzzzzzzz zz zzzzzzzzzzz zzzzzzzozz
151,"Janice was invited to give a speech at this year's graduation ceremony in recognition of her charity work in the past.","invited","give","speech","this","graduation",What was Janice invited to do?,wash her car,shop for free,give a speech,clean her house,3,118,21,1,Zzzzzz zsz zzzzzzz sz zzzz s zzszzz sz zzzz zzzzzz zzzzzzzzzz zzzzzzzz zs szzzzzzzzzz zz zzz zzzzzzz zzzz zz zzz zzzzz,1,7,Zzzzzz zoz zzzzzzz zz zzzz z zzzzzz zz zzzz zzzzzz zzzzzzzzzz zzzzzzzz zz zzzzzzzzzzz oz zzz zzzzzzz zzzz zz ozz zzzzz
152,"Because the sudden snow whiteout made reaching the Arctic base difficult, the cargo supply mission had to be delayed.","sudden","whiteout","reaching","Arctic","difficult,",What was delayed?,the football match,the internet installation,the milk delivery,the cargo supply mission,4,117,19,1,Zzzszzz zzz zzzzzz zzzz zzszzzzz szzz zzszzzzz zsz Zzzzzz zzzs zzzzzzzzzz zzz zzzzs zzzzzz zzszzzz zzz zz zz zzzzzzzz,1,8,Zzzzzzz zzz zzzzzz zozz zzzzzzzz zzzz zzzzzzzz zoz Zzzzzz zzzz zzzzozzzzz zzz zzzzz zzzzzz zzzzzzz zzz zz zz ozzzzzzz
153,"The undercover journalist was carrying a hidden camera underneath his jacket to record the secret meeting.","journalist","carrying","hidden","underneath","jacket",What was the journalist carrying?,a hidden camera,a carrot,a basket,a TV,1,106,16,1,Zzz zzzzzzzzsz zzzzzzzzzz zzz zzzzzzzz z zzszzz zzszzz zzzzzzzzzz zsz zzzzzz zz zzzzzz zzz zzzzzz zzzzzszz,1,5,Zzz zzzzzzzzzz zzzzzzzzzz zzz zzzzzzzz z zzzzzo zzzzzz zzzzzzzzzz zzz zzzzzz zz zzzzzz zzz zzzzzz zzzzzzzz
154,"Katja often dreamed about visiting her relatives in Indonesia and spending the whole summer with them.","dreamed","visiting","relatives","Indonesia","spending",Where did Katja want to go to?,Sahara,Indonesia,New Mexico,Russia,2,102,16,1,Zzzzz zzzsz zzzzzzz zszzz zzzzzzzs zzz zzzzzzzzs zz Zzzzzzzzz zzz zzzzzzzz zzz zzzzz zzszzz zzzz zzszz,1,6,Zzzzz zzzzz zzzzzzz zzzzz zzzzzzoz zzz zzzzzzzzz zz Zzzzzzzzz zzz zzzzzzzz zzz zzzzz zozzzz zzzz zzzzz
155,"The patent dispute started because some employees were denied the opportunity to make a profit from their discovery.","dispute","because","employees","denied","opportunity",What was disputed?,the match result,the election result,the patent,the land,3,116,18,1,Zzz zzzzzz zszzzzz zzzzzzs zzzzzzz zzzz zzzszzzzz zzzz zzzszz zzz zzzzzzzzzzz zz szzz s zzzzzz szzz zzzzz zzzzzzzzzz,1,7,Zzz ozzzzz zzzzzzz zzzzzzz zzzzzzz zzzz ozzzzzzzz zzzz zzzzzz zzz zzzzzzzzzzz zz zzzz z zzzzzz zzzz zzzzz ozzzzzzzzz
156,"The Italian capital was blocked by protestors who demanded greater accountability and transparency from the government.","capital","blocked","protestors","demanded","accountability",Who blocked the capital?,tourists,football fans,wildlife enthusiasts,protestors,4,119,16,1,Zzs Zzzszzz zzzzzzz zzz zzzzzzz sz zzzzzzzzzz szz zzzzszzz zzszzzz zzzzszzzzzzzzz zzz zzzzzzzzzzzz zzzz zzz zzzzzzzzszz,1,8,Zzz Zzzozzz zzzzzzz zzz zzzzzzz zz zzzzzzozzz zzz zzzzzzzz zzzzzzz zzzzozzzzzzzzz zzz zzzzzzzzzzzz ozzz zzz zzzzzzzzzzz
157,"The remote village in Patagonia was established when construction workers arrived to build the train line there.","village","Patagonia","established","construction","arrived",Where was the village?,in Patagonia,on Mars,underwater,in Scotland,1,112,17,1,Zzz zzzzzz zzzzzzz zs Zzzzzzzzz zzs zzzzzzzzzzz zzzz zzzzzzzzzzzz zzzzzzz zzzzzzs zz zzzzz zsz zzzzz zzzz szzzzz,1,5,Zzz zzzzzz zzzzzzz zz Zzzzzzzzz zzz zzzzzzzzzzz zzzz zzzzzzzzzzzz zzzzzzz zzzzzzz zz zozzz zzz zzzzz zzzz zzzzzz
158,"As the cruiser slowly disappeared, the spectators were starting to leave the bay area and head back home.","cruiser","disappeared,","spectators","starting","leave",What disappeared?,the rabbit,the cruiser,the money,the dinner,2,105,18,1,Zz zzz zzzzszz zzzzzz zzzzzzzzzzzz zsz zzzszzzzzz zzzz zzzzzzzz zz zzzzz szz zzs zzzs zzz zzzz zzzz zzzzz,1,6,Zz zzz zzzzzzz zzzzzz zzzzzzzzzzzz zzz zzzzzzzzzz ozzz zzzzzzzz zz zzzoz zzz zzz zzzz zzz zzzz zzzz zzzzz
159,"Because the conversation was recorded in secret, the prosecutors tried arguing that it was inadmissible evidence.","conversation","recorded","secret,","prosecutors","arguing",What was recorded in secret?,the date,the dolphin show,the conversation,the music concert,3,113,16,1,Zzzzzzz zzs szzzzzzzzzzz zzz zzzzszzz zz zzzzzzz zzz zzzzzzzzzzz zzzzs zszzzzz szzz zz zsz zzzzzzzzzzzz zzzzzzzzz,1,7,Zzzzzzz zzz zzzzzzzzzzzz zzo zzzzzzzz zz zzzzzzz zzz zzzzzzzzzzz zozzz zzzzzzz zzzz zz ozz zzzzzzzzzzzz zzzzzzzzz
160,"Joanne was hesitant to contact her manager and report the missing goods because he was on a holiday with his family.","hesitant","contact","manager","report","missing",Where was Joanne's manager?,at a wedding,in the sauna,in Parliament,on a holiday,4,116,21,1,Zzzzzs zzz zzzzzzsz zz zzzzzzz zsz zzzszzz zsz zzzzzz szz zzzzzzz zzzzz zzzzzzz zz zzz zz s zzzzzzz zzzs zzz zzzzzzz,1,8,Zzzzzz zzz zzzzzzzz oz zzzzzzz zzz zzzzzzz zzz zzzzoz zzz zzzzzzz zozzz zzzzzzz zz zzz oz z zzzzzzz zzzz zzz zzzzzzz
161,"Because the seaside golf course wasn't profitable, the investors were looking to lease the land to local farmers.","seaside","course","profitable,","investors","looking",What wasn't profitable?,the golf course,being self-employed,the company stocks,the beach festival,1,113,18,1,Zzzzzzz zzs zzzzzzs zzzz zzzzzz zzzzzz zzzzzzzzzzz zzs zzzzzzzzz zszz zzzzzzz zz zzzzz zzs zzzz zz zzzzz szzzzzzz,1,6,Zzzzzzz zzz zzzzzzz zzzz zzzzzz zzzzzz zzzzzzzzzzz zzz zzzozzzzz zzzz zzzzzzz zz zzzzz zzz zzzz zz zzzzz zzzzzzzz
162,"The tennis tournament was broadcast on national TV during the previous summer Olympic games.","tournament","broadcast","national","during","previous",What was broadcast on TV?,the rocket launch,the tennis tournament,the wine tasting,the church ceremony,2,92,14,1,Zsz zzzzzz zzzzzzzzzz zzs zzzzzzzzz zz zzzzzzzz ZZ zzzszz zsz zzzzzzsz zzzzzz Zzzzzzz zzzzzz,1,5,Zzz zzzozz zzzzzzzzzz zoz zzzzzzzzz zz zzzzzzzz ZZ zzzzzz zzz zzzzzzzz zzzzzz Zzzzzzz zzzzzz
163,"The final rehearsal of tomorrow's live concert was complicated by countless problems with the sound system.","rehearsal","tomorrow's","concert","complicated","countless",,,,,,NaN,107,16,0,Zzz zzzzz zzzzzzzzz zz zzzzzzzzzz szzz zzzzzzz zzs zzzzzzzzzzz zz zzzzzzzzz zszzzzzz zzzz szz zzzzz zszzzzz,1,5,Zzz zzzoz zzzzzzzzz zz zzzzzzzzzz zzzz zzzzzzz zzz zzzzzzzzzzz zz zzzzzzzzo zzzzzzzz zzzz ozz zzzzz zzzzzzz
164,"The PC equipment was purchased from discount retailers because the available budget for the project was limited.","equipment","purchased","discount","because","available",,,,,,NaN,112,17,0,Zzs ZZ zzzzzzzzz zzz zzzzzzzzz zzsz zzzzzzzz zzzzzzzzz zzzzzsz zzz zzzszzzzz zzzszz szz zzz zzzzzzz zzz zzzszzzz,1,7,Zzz ZZ zzozzzzzz zzz zzzzzzzzz ozzz zzzzzzzz zzzzzzzzz zzzozzz zzz zzzzzzzzz zzzzzz zzz zzz zzzzzzz ozz zzzzzzzz
165,"The editorial criticised the recent political developments that threatened to cause even more civil unrest.","criticised","recent","developments","threatened","cause",,,,,,NaN,107,15,0,Zzz zzzzzzzzz zzzzzzzzzz zzz zzzzzz zzzzzzzsz zzzzszzzzzzz zzzs zzzzzzszzz sz zzzzz zszz zzzz zszzz zszzzzz,1,8,Zzz zzzzzzzzz zzzzzzzzzz zzz zzzzzz zzzzzzzzz zzzzzzozzzzz zzzz zzzzzzzzzz zz zzzzz zzzz zzzz zzzzz zzzzzzz
166,"The new algorithm for analysing weather patterns may improve future forecasts related to the early detection of tsunamis.","algorithm","analysing","patterns","improve","forecasts",,,,,,NaN,121,18,0,Zzz zzs zzzzzzzzz zsz zzzzzzzzz zzzzzzz zzzzzzzz zzs zzzzzzz zzzzzz zzzzzzzzz zzszzzz zz zzz szzzz zzzzzzzzz zz zzzzzzzzz,1,5,Zzz zzz zzzzzzzzz zoz zzzzzzzzz zzzzzzz zzzzzzzz zzz zzzzzzz zzzzzz zzzzzzzzz zzzzzzz zz ozz zzzzz zzzzzzzzz zz zzzzzzzzz
167,"The charity banquet was successful at raising the amount of money needed to build a new hospital in the city.","banquet","successful","raising","amount","money",,,,,,NaN,109,20,0,Zzz zzzzzzz zzzzzzs zzz zzzzzzzzzz zz zzzzzzz zzz zzzzzz zs zzzzs zzzzzs zz zszzz s zzz zzzzzzzz zz zzz zzzzz,1,6,Zzz zzzzzzz zzzzzzz zzz zzzzzozzzz zz zzzzzzz ozz zzzzzz zz zzzzz zzzzzz zz zzzzz o zzz zzzzzzzz zz zzz zzzzz
168,"The small mountain stream attracted many different animals because its water was very clean and refreshing.","mountain","attracted","different","because","water",,,,,,NaN,107,16,0,Szz zzzzz zszzzzzz zzzzzz zzzzzzzzs zzzz zzzzzzzzz zzzzzzz zzzzzzz zzz zzzzs szz zzzz zzszz zzs zzzzzzzzzzz,1,7,Zzz zzzzz zzzzzozz zzzzzz zozzzzzzz zzzz zzzzzzzzz zzzzzzz zzzzzzz zoz zzzzz zzz zzzz ozzzz zzz zzzzzzzzzzz
169,"The new board of directors was interested in expanding the business by recruiting engineers to develop new products.","board","directors","interested","expanding","business",,,,,,NaN,116,18,0,Zzz zzz zzzzz zz zzzzzzszz zzz zzszzzzzzz sz zzzzzzzsz zsz zzzszzzz zs zzzzzzzzzz zzzzzzzzz zz zzzszzz zzz zzzzzzzzz,1,8,Zzz zzz zozzz zz zzzzzzzzz zzz zzzzzzzzzz zz zzzzzzzzz zzz zzzzzzzz zz zzzzzzzzzz zzzzzzzzz zz zzzzzzz zzz zzzzzzzzz
170,"The finance minister was trying to introduce new legislation to strengthen the economy of the small country.","minister","trying","introduce","legislation","strengthen",,,,,,NaN,108,17,0,Zzz szzzzzz zszzzzzz szz zzzzzz zz zzzzzzzzz szz zzzzzzzzzzz zz zzzzzzzzzz szz zzzzzzz zz zzz zzzzz zzzzzzzz,1,5,Zzz zzzzzzz zzzzzzzz zzz zzzzzz zz zzzzzzzzz zzz zzzzzzzzzzz zz ozzzzzzzzz zzz zzzzzzz zz zzz zozzz zzzzzzzz
171,"The corrupt lawyer was summoned before Congress to explain his behaviour over the past few months.","lawyer","summoned","Congress","explain","behaviour",,,,,,NaN,98,16,0,Zzz zzszzzz zzzzzz zsz zzzzzzzz zzzzzz Zzzzzzsz sz zzzzzzz zzz zzzzszzzz zzzz zzz zzzz szz zzzzzzz,1,6,Zzz zzzzzzo zzzzzz zzz zzzzzzzz zzzzzz Zzzzzozz zz zzzzzzz zzz zzzzzzzzz zzzz zzz zzzz zzz zzzzozz
172,"The old farmer was trying to protect his livelihood by looking for new markets to sell his produce to.","farmer","trying","protect","livelihood","looking",,,,,,NaN,102,19,0,Zzz zzz zzzzzs zzz zzzzzz zs zzszzzz zsz zzzzzzzzsz sz zzzzzzz zzz zzz zzzzzzz zz zzzz szz zzzzzzz zzz,1,7,Zzz zzz zzozzz zzz zozzzz zz zzzzzzz zzz zzzzzzzzzz zz zzzzzoz zzz zoz zzzzzzz zz zzzz zzz zzzzzzz zzz
173,"The city river often tended to overflow as people were throwing furniture and other rubbish into it.","river","tended","overflow","people","throwing",,,,,,NaN,100,17,0,Zzz zszz zzzzz zzzzz zzzzsz zz zzzzzzzz zz zzzzzz zzsz zzzszzzz zzzszzzzz zsz zzzzz zzzzzzz zzzs zsz,1,8,Zzz zzzz zzzzz zzzzz zzzzzz zz zzzzzzzz zz zzzzzz zzzz zzzzzzzz zzzzzzzzz zoz zzzzz zzzzzzz zzzz zzz
